,Accuracy,Shape
351,"(0.7887931034482759, 0.4731182795698925, 0.3710564348748123)","(0.16995073891625614, 3.56242568370987, 0.1626984126984127)"
352,"(0.7887931034482759, 0.4731182795698925, 0.3710564348748123)","(0.16995073891625614, 3.56242568370987, 0.1626984126984127)"
353,"(0.7866379310344828, 0.47058823529411764, 0.36536722968664254)","(0.1724137931034483, 3.8668252080856123, 0.16005291005291006)"
354,"(0.7844827586206896, 0.46808510638297873, 0.35977017827475516)","(0.1748768472906404, 3.9548156956004745, 0.1574074074074074)"
355,"(0.7844827586206896, 0.46808510638297873, 0.35977017827475516)","(0.1748768472906404, 3.9548156956004745, 0.1574074074074074)"
356,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
357,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
358,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
359,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
360,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
361,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
362,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
363,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
364,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
365,"(0.7823275862068966, 0.4656084656084656, 0.3542620813419088)","(0.17733990147783252, 4.309155766944113, 0.15476190476190477)"
