,Accuracy,Shape
0,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
1,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
2,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
3,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
4,"(0.8528735632183908, 0.0, 0)","(0.0, 0.0, 0.0)"
5,"(0.8574712643678161, 0.06060606060606061, 0.16363191668205773)","(0.0049261083743842365, 0.18787158145065383, 0.07142857142857142)"
6,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
7,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
8,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
9,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
10,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
11,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
12,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
13,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
14,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
15,"(0.8551724137931035, 0.05970149253731343, 0.12222224349287843)","(0.007389162561576354, 0.3020214030915575, 0.06878306878306878)"
16,"(0.8574712643678161, 0.08823529411764706, 0.16395698204014544)","(0.009852216748768473, 0.3376932223543404, 0.06613756613756613)"
