,Accuracy,Shape
228,"(0.8850574712643678, 0.5370370370370371, 0.4848306853823178)","(0.10837438423645321, 2.72294887039239, 0.11375661375661375)"
229,"(0.8850574712643678, 0.5370370370370371, 0.4848306853823178)","(0.10837438423645321, 2.72294887039239, 0.11375661375661375)"
230,"(0.8850574712643678, 0.5370370370370371, 0.4848306853823178)","(0.10837438423645321, 2.72294887039239, 0.11375661375661375)"
231,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
232,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
233,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
234,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
235,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
236,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
237,"(0.8827586206896552, 0.5321100917431193, 0.47689245743485564)","(0.11083743842364532, 2.9203329369797864, 0.1111111111111111)"
