,Accuracy,Shape
1529,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1530,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1531,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1532,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1533,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1534,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1535,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1536,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1537,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1538,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1539,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1540,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1541,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1542,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1543,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1544,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
1545,"(0.7068965517241379, 0.4426229508196721, 0.24462336734207657)","(0.312807881773399, 11.424494649227112, 0.31613756613756616)"
