,Accuracy,Shape
783,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
784,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
785,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
786,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
787,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
788,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
789,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
790,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
791,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
792,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
793,"(0.7780172413793104, 0.4824120603015075, 0.35551216942663105)","(0.2019704433497537, 6.019024970273484, 0.20502645502645503)"
794,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
795,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
796,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
797,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
798,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
799,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
800,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
801,"(0.7801724137931034, 0.49, 0.3635118138678822)","(0.2044334975369458, 6.0618311533888205, 0.20238095238095238)"
