,Accuracy,Shape
1629,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1630,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1631,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1632,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1633,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1634,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1635,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1636,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1637,"(0.7112068965517241, 0.47244094488188976, 0.2769458370240945)","(0.3374384236453202, 14.592152199762188, 0.3664021164021164)"
1638,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1639,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1640,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1641,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1642,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1643,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1644,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1645,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1646,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
1647,"(0.709051724137931, 0.47058823529411764, 0.27362582121565376)","(0.3399014778325123, 15.284185493460166, 0.3637566137566138)"
